fileName,Roll,Year,Month,Day,Location,Latitude,Longitude,Altitude,pid_tn,pid_jpeg,pid_tiff,fiducial_proxy_type,focal_length
NAGAP_73V1_012,73V1,73,09,08,Brady Glacier,58.43333333,136.65,unknown,urn:uuid:886a105a-38f1-439e-a78a-596c271c65a6,urn:uuid:ccfc9c5f-8c3a-4a40-bbda-2c8dbaca5ad7,urn:uuid:ffd44522-bf1b-4077-b06f-36b99068e7e2,block,152.4
NAGAP_73V1_013,73V1,73,09,08,Brady Glacier,58.43333333,136.65,unknown,urn:uuid:6ec336e6-9b17-4783-b2ca-1f8b29e28bc8,urn:uuid:36417ce3-ac37-4c74-bf6e-ca09528f1efe,urn:uuid:167bcedf-ae70-46e6-abad-adac7fbc5fd8,block,152.4
NAGAP_73V1_014,73V1,73,09,08,Brady Glacier,58.43333333,136.65,unknown,urn:uuid:2328ebb9-fc49-433d-b5e6-2857b1cb401c,urn:uuid:a64cfaca-249d-4ed0-bcdc-c0b284a3cb4c,urn:uuid:6849ed33-06e4-477d-8fcc-398d6f590dd0,block,152.4
NAGAP_73V1_015,73V1,73,09,08,Brady Glacier,58.43333333,136.65,unknown,urn:uuid:a45b6fc0-fe2d-4cef-abbd-fcd0b3ce6de0,urn:uuid:cf23482f-e464-4015-be41-195137a42272,urn:uuid:7d208278-43d3-4673-bb9e-88ae3affc755,block,152.4
NAGAP_73V1_016,73V1,73,09,08,Brady Glacier,58.43333333,136.65,unknown,urn:uuid:d84abf9d-28a3-47f8-b96b-82a909f8af36,urn:uuid:be4510c4-5753-4368-b52e-ff566325b666,urn:uuid:6612ca35-939d-4f16-b320-7283f6287fb5,block,152.4
NAGAP_73V1_017,73V1,73,09,08,Brady Glacier,58.43333333,136.65,unknown,urn:uuid:c5e76a6c-4525-4705-aa89-d1afb5776d45,urn:uuid:a081e84d-c5f4-47b8-bc5d-600cc3e2d53b,urn:uuid:f3f51a20-4309-433f-b53f-0671cc68c7cc,block,152.4
NAGAP_73V1_018,73V1,73,09,08,Brady Glacier,58.43333333,136.65,unknown,urn:uuid:1d4201b1-1352-40f4-bbda-96ce7fdf4ed4,urn:uuid:74af8a12-d629-419f-94ad-0d7d7e95d525,urn:uuid:d6baea23-f1f0-4455-abcc-603b9cceb388,block,152.4
NAGAP_73V1_019,73V1,73,09,08,Brady Glacier,58.43333333,136.65,unknown,urn:uuid:146da313-d17f-45f8-a197-ae4dc5e5cc66,urn:uuid:df362eb9-5371-4866-8238-038df2f0bf52,urn:uuid:b7779cca-9188-4581-9be9-b385927ce9e0,block,152.4
NAGAP_73V1_020,73V1,73,09,08,Brady Glacier,58.43333333,136.65,unknown,urn:uuid:1e5afc40-4ade-4bbe-bccd-17349cfb2f69,urn:uuid:51b5d95b-57be-46b8-a4d3-fab0b2a61acc,urn:uuid:91538673-38b9-4f27-9907-f8c83cf40908,block,152.4
NAGAP_73V1_021,73V1,73,09,08,Brady Glacier,58.43333333,136.65,unknown,urn:uuid:03dadd48-c1be-4b0d-a9c3-dbd2ff6a6b08,urn:uuid:af7f4f86-a6a5-476c-811a-f8987ca3756b,urn:uuid:50b27108-62c4-41c2-b2a9-640a8439e5df,block,152.4
NAGAP_73V1_022,73V1,73,09,08,Brady Glacier,58.43333333,136.65,unknown,urn:uuid:1a06350f-b094-4824-bf48-21d7379c45d7,urn:uuid:357465a3-68a3-4073-9021-75a0e51c8187,urn:uuid:70c9a655-0142-493b-930e-8964740d2f91,block,152.4
NAGAP_73V1_023,73V1,73,09,08,Brady Glacier,58.43333333,136.65,unknown,urn:uuid:fcfd9f33-f4eb-4b0c-b935-513cd1b3661c,urn:uuid:3e4e6fa2-6b9f-4f2f-a5bd-970757850c8e,urn:uuid:006f50af-d4e0-4758-b35e-d71268a871c9,block,152.4
NAGAP_73V1_024,73V1,73,09,08,Brady Glacier,58.43333333,136.65,unknown,urn:uuid:6eb1012d-7c42-44c2-b69c-d29ee705ecf4,urn:uuid:858a58ce-4818-46d2-b44d-93c03b2c2561,urn:uuid:ec8f720d-5de4-4690-8113-539c75a6538d,block,152.4
NAGAP_73V1_025,73V1,73,09,08,Brady Glacier,58.43333333,136.65,unknown,urn:uuid:26c09eef-44f1-4a98-8614-93bca61e5716,urn:uuid:1044d9cf-876e-417b-9b26-4213babff402,urn:uuid:4d01840a-2b54-43d8-97f5-cb1065fb8331,block,152.4
NAGAP_73V1_026,73V1,73,09,08,Brady Glacier,58.43333333,136.65,unknown,urn:uuid:47e31924-6d4a-46fa-a3fd-9d02e9b6f0f4,urn:uuid:558df368-a0ba-4c23-8b2d-187623550acc,urn:uuid:14785833-da5a-470c-8690-d801d354ae4b,block,152.4
NAGAP_73V1_027,73V1,73,09,08,Brady Glacier,58.43333333,136.65,unknown,urn:uuid:14bc28d1-2907-45b6-9427-a3e3f3f1fb31,urn:uuid:a3f3ee37-d239-40ff-8bb0-9be6540a226e,urn:uuid:73daaab9-ff98-441f-a7a1-d3c47b534b58,block,152.4
NAGAP_73V1_028,73V1,73,09,08,Brady Glacier,58.43333333,136.65,unknown,urn:uuid:5743df30-29f8-4b27-84e4-5870348f0ae8,urn:uuid:a13080cc-c957-4b4f-afcf-ef0cbc348285,urn:uuid:a286d222-734b-44bf-a2eb-3bf2f243d4da,block,152.4
NAGAP_73V1_029,73V1,73,09,08,Brady Glacier,58.43333333,136.65,unknown,urn:uuid:993441b8-2a19-4906-aa20-1ecea38b592e,urn:uuid:db192778-0d3d-4962-8ddc-a3b504b178ea,urn:uuid:deeff426-64d4-418f-9467-9c600f6fdafa,block,152.4
NAGAP_73V1_030,73V1,73,09,08,Brady Glacier,58.43333333,136.65,unknown,urn:uuid:b639031c-029b-42ca-99e1-3f89d465ae3c,urn:uuid:2834860b-ddc4-432b-8a09-f3b59791f692,urn:uuid:4dcde303-78b3-450f-8ff8-5f10125080e8,block,152.4
NAGAP_73V1_031,73V1,73,09,08,Brady Glacier,58.43333333,136.65,unknown,urn:uuid:2f5a6f93-9684-418c-811e-737de3b71918,urn:uuid:eb75a903-c70e-4b9e-bdbb-586a40d052d7,urn:uuid:d355a06a-70ec-4426-ba87-77c8b35f2000,block,152.4
NAGAP_73V1_032,73V1,73,09,08,Brady Glacier,58.43333333,136.65,unknown,urn:uuid:95a7290a-2226-4001-9651-71045fe4d410,urn:uuid:679b7740-0358-460a-b4e1-1563b264c4bf,urn:uuid:982409d2-3d33-4de8-824b-46fdbfc2b563,block,152.4
NAGAP_73V1_033,73V1,73,09,08,Brady Glacier,58.43333333,136.65,unknown,urn:uuid:9dccb709-1c03-4663-b33c-659f7e161591,urn:uuid:6c9a4360-e557-473c-a1dd-8a43dc0c06fd,urn:uuid:7ffee0a7-152d-453c-bf47-e4211ed856b4,block,152.4
NAGAP_73V1_034,73V1,73,09,08,Brady Glacier,58.43333333,136.65,unknown,urn:uuid:439a914f-5981-4da4-b143-5b342dde5b7a,urn:uuid:b62ca1fb-87b7-41d1-8be1-6e493021a4b8,urn:uuid:12ba3f13-8e22-4a33-946d-8b7a9aed4197,block,152.4
NAGAP_73V1_035,73V1,73,09,08,Brady Glacier,58.43333333,136.65,unknown,urn:uuid:9209b9f0-9c90-48a3-ac70-e957a8ea3be1,urn:uuid:e245daae-5bf9-4471-86c1-4f9dce89c3d2,urn:uuid:fb555e5a-cd99-49f1-b846-a5e78f2f9740,block,152.4
NAGAP_73V1_036,73V1,73,09,08,Brady Glacier,58.43333333,136.65,unknown,urn:uuid:d353030f-7a11-4a99-9471-d62a2f8953be,urn:uuid:0871dfb8-c22d-4d3d-b70f-a288b24d4527,urn:uuid:3750aad7-a0a5-4a5b-907b-942348f22c5e,block,152.4
NAGAP_73V1_037,73V1,73,09,08,Brady Glacier,58.43333333,136.65,unknown,urn:uuid:75e3478a-a165-46e9-b766-b3425a027eec,urn:uuid:2d56def4-a1ba-4ada-8215-a6e119bcaa12,urn:uuid:d4fe53cd-8bcc-4464-aa79-c63bb1e4a57e,block,152.4
NAGAP_73V1_038,73V1,73,09,08,Brady Glacier,58.43333333,136.65,unknown,urn:uuid:28832ad3-feec-41c1-817a-2bd6d27e344a,urn:uuid:718db643-b5c3-4d2d-948a-6cb1c026e3eb,urn:uuid:3767ad90-26ab-433f-b29b-08b0da2447c8,block,152.4
NAGAP_73V1_039,73V1,73,09,08,Brady Glacier,58.43333333,136.65,unknown,urn:uuid:d46c398c-41c1-4094-9ae6-e03af9ffea59,urn:uuid:83841e29-9340-491c-9fdd-f9e538eeb1a4,urn:uuid:bce5df14-cab9-4107-963f-f7c0bfd7f3fc,block,152.4
NAGAP_73V1_040,73V1,73,09,08,Brady Glacier,58.43333333,136.65,unknown,urn:uuid:822e971a-279a-4c95-a235-54a7ae6a92a5,urn:uuid:56b7d76f-9a1b-4e6a-b8ee-0c0df25bf7dd,urn:uuid:aad9543b-4ae7-4dff-ad86-97ca2056fe7c,block,152.4
NAGAP_73V1_041,73V1,73,09,08,Brady Glacier,58.43333333,136.65,unknown,urn:uuid:674a716f-0e9d-4542-84b8-bf8af8f87050,urn:uuid:da2eb093-666d-4782-b254-a2e5e902ac51,urn:uuid:fc6c9811-f42c-4f4d-958a-60adeb438c99,block,152.4
NAGAP_73V1_042,73V1,73,09,08,Brady Glacier,58.43333333,136.65,unknown,urn:uuid:e9e1b9fd-49c6-4e86-af40-357b8586ad99,urn:uuid:60d1b704-95d3-4040-9083-365f53c6fe2f,urn:uuid:a4c806a5-0359-490d-8361-306540897761,block,152.4
NAGAP_73V1_043,73V1,73,09,08,Brady Glacier,58.43333333,136.65,unknown,urn:uuid:735a06e5-31f8-4863-8690-df0d49d2bb33,urn:uuid:8a09e97a-0f4d-48dd-9f3d-486206fd3214,urn:uuid:58b50bd9-b25d-4c66-bb45-629597a6dd1e,block,152.4
NAGAP_73V1_044,73V1,73,09,08,Brady Glacier,58.43333333,136.65,unknown,urn:uuid:4165e53e-d0a6-4ac6-a8ae-4f6550f4bac7,urn:uuid:375ae7c6-71f7-4e37-a8be-3654bbf895a5,urn:uuid:9add53a1-3820-4277-85c5-739526d38c76,block,152.4
NAGAP_73V1_045,73V1,73,09,08,Brady Glacier,58.43333333,136.65,unknown,urn:uuid:b080a869-2cc7-4e2d-ac7b-6e43e214be1f,urn:uuid:a0d6f5d9-7def-42b0-bfdd-abdb82f0699b,urn:uuid:2e5dc7df-a3c0-4e14-8be2-734153c5fcad,block,152.4
NAGAP_73V1_046,73V1,73,09,08,Brady Glacier,58.43333333,136.65,unknown,urn:uuid:e7925cef-7465-49ce-88a1-6f97e6ef78c9,urn:uuid:1dccc2e6-3d57-44ae-a3b1-d9f65ec1f4c1,urn:uuid:4110f516-e8c9-4032-a237-dc0e6cdbf4d6,block,152.4
NAGAP_73V1_047,73V1,73,09,08,Brady Glacier,58.43333333,136.65,unknown,urn:uuid:bf27205b-cfe5-4d55-9391-e0cc757c05ce,urn:uuid:46ebc631-daec-48d1-9c1a-644d8aadf5aa,urn:uuid:5db08e22-fd2d-4a3a-b6f9-cd1b125bf256,block,152.4
NAGAP_73V1_048,73V1,73,09,08,Brady Glacier,58.43333333,136.65,unknown,urn:uuid:ffe8beda-824e-4d62-b267-7c1cb99765da,urn:uuid:124feb28-2d55-43b6-9a05-5e3fee5c799e,urn:uuid:832f98d2-7976-49dc-bd21-3b521552a850,block,152.4
NAGAP_73V1_049,73V1,73,09,08,Brady Glacier,58.43333333,136.65,unknown,urn:uuid:035fafb7-a61c-490b-83f5-61a4e248a8da,urn:uuid:2cacaad6-4e7c-4975-b41e-9cd20270df88,urn:uuid:557b1f41-211d-40ce-ac01-6f1af5062273,block,152.4
NAGAP_73V1_050,73V1,73,09,08,Brady Glacier,58.43333333,136.65,unknown,urn:uuid:dbace51c-a0b8-403d-b2db-f4c45e13da05,urn:uuid:3bd62be9-e454-4615-bfab-5b73f23d193e,urn:uuid:d6929b91-c85f-44b7-aa1b-eba974b9b489,block,152.4
NAGAP_73V1_051,73V1,73,09,08,Brady Glacier,58.43333333,136.65,unknown,urn:uuid:826b3bd6-dcf2-48fa-9ef0-9a7575f8ed44,urn:uuid:b5d06df2-3e28-45ce-89e9-22576094796b,urn:uuid:12f1abe3-5e04-466d-a76e-a68a8facb461,block,152.4
NAGAP_73V1_052,73V1,73,09,08,Brady Glacier,58.43333333,136.65,unknown,urn:uuid:eecccb0c-3f9e-4392-88c7-884880fe090b,urn:uuid:ba64ceac-c876-4076-81f0-acb73d5436de,urn:uuid:6043b0b4-b679-4eb0-9ac2-12b56b0f63d4,block,152.4
NAGAP_73V1_053,73V1,73,09,08,Brady Glacier,58.43333333,136.65,unknown,urn:uuid:b9401c4c-4f1d-49c6-a010-3b735b07fe11,urn:uuid:01e67e1f-6e06-46d3-a80d-33d721e64e8e,urn:uuid:8b294c28-a522-4ef4-b8f3-b866925ac4b4,block,152.4
NAGAP_73V1_054,73V1,73,09,08,Palma Glacier,,,unknown,urn:uuid:638fb84f-8f5f-4845-bfc4-8a8596e77908,urn:uuid:89368e30-f69d-46e9-a14c-1465e822c875,urn:uuid:82c57406-b08b-40a0-9db3-1e6f815a9de1,block,152.4
NAGAP_73V1_055,73V1,73,09,08,Palma Glacier,,,unknown,urn:uuid:1dfb6f8f-ef65-41ad-b47b-e6109c47e699,urn:uuid:a15dfe77-2724-4df0-a6db-3aa478a5914a,urn:uuid:07accaf2-6370-4fb5-aaa0-9491399de43e,block,152.4
NAGAP_73V1_056,73V1,73,09,08,Palma Glacier,,,unknown,urn:uuid:99074984-9191-4027-8253-ec2fa52e82fe,urn:uuid:c907d63b-5f5a-4cb4-bde0-20a6d4e9b0a9,urn:uuid:5c7fa99c-396e-4257-b9a9-e7bdfb9fd076,block,152.4
NAGAP_73V1_057,73V1,73,09,08,Palma Glacier,,,unknown,urn:uuid:775d79b5-ed18-43e7-9af9-232094603b6d,urn:uuid:37e39afd-90be-4d33-9eeb-6c7953583a6a,urn:uuid:fc92bc29-5047-40ee-83da-a1b228a08571,block,152.4
NAGAP_73V1_058,73V1,73,09,08,Palma Glacier,,,unknown,urn:uuid:e0dd3bb7-c852-4a4e-b689-b4ea4b82e70f,urn:uuid:2562dcfc-baac-4dce-a7e8-46f057c2bde4,urn:uuid:d296abf6-ee2a-48e7-b4bb-a39d63a11d15,block,152.4
NAGAP_73V1_059,73V1,73,09,08,Palma Glacier,,,unknown,urn:uuid:bead34cc-0f1d-413a-98af-ec4c43d34e8b,urn:uuid:f992799c-574b-4564-a9ef-64701db6554d,urn:uuid:f3c2d4b9-ce4b-4d95-902f-64df037c5cf0,block,152.4
NAGAP_73V1_060,73V1,73,09,08,Palma Glacier,,,unknown,urn:uuid:32a6cf39-5a3c-4ef6-a7f4-72837a16718a,urn:uuid:18ea1291-379f-417e-991c-0d4fe888b983,urn:uuid:79805109-86e0-4d86-a7ef-75295369f9ec,block,152.4
NAGAP_73V1_061,73V1,73,09,08,Palma Glacier,,,unknown,urn:uuid:be50be72-f487-4758-a3c4-55eb0e19d64c,urn:uuid:97f069e3-f235-4d79-9e69-82dca3737d69,urn:uuid:8ef2e367-f1dd-46e0-8f8f-ae64ebc873ca,block,152.4
NAGAP_73V1_062,73V1,73,09,08,Palma Glacier,,,unknown,urn:uuid:f05bbd11-6af1-4f6b-a6f6-6e05e1e32bc5,urn:uuid:488403d2-ad05-47ec-8914-d44b427276a1,urn:uuid:3964cc25-a14a-4057-af9e-6b9197aabb69,block,152.4
NAGAP_73V1_063,73V1,73,09,08,Palma Glacier,,,unknown,urn:uuid:daa144df-cc8b-45dd-a12b-e3298c519d43,urn:uuid:d5e3c4bb-a701-43a8-b672-898670e37e02,urn:uuid:618944e2-e559-4f07-ab40-420cb34f083e,block,152.4
NAGAP_73V1_064,73V1,73,09,08,Palma Glacier,,,unknown,urn:uuid:51d7b938-3e92-4faf-98fc-d318a9df08a5,urn:uuid:f1c000d1-79d8-4322-a056-96261d3a5c62,urn:uuid:8ff448fa-0a13-42f1-8206-3015382fa84b,block,152.4
NAGAP_73V1_065,73V1,73,09,08,Palma Glacier,,,unknown,urn:uuid:197b1e21-23a5-446f-81c4-323fedf898ae,urn:uuid:302b6197-dd2e-47e4-ba6d-836c40f2a9b5,urn:uuid:a22d0158-8f81-4a9e-8430-696af4388c5b,block,152.4
NAGAP_73V1_066,73V1,73,09,08,Palma Glacier,,,unknown,urn:uuid:4ccd2890-31bd-45dc-92be-1dc6e185fae4,urn:uuid:471fbd5c-d345-4901-84a3-a4dc9b98c03a,urn:uuid:0438077f-64ab-49d1-ad3a-5f85535d3fb1,block,152.4
NAGAP_73V1_067,73V1,73,09,08,Palma Glacier,,,unknown,urn:uuid:846f4141-786d-4b9f-8c47-b37c9fb01815,urn:uuid:67614742-d88b-4a33-8176-54961ff379c1,urn:uuid:d9922b33-a44f-478a-a7c1-d09bab51fd77,block,152.4
NAGAP_73V1_068,73V1,73,09,08,Palma Glacier,,,unknown,urn:uuid:6c19887b-eff9-412c-a0d7-e0a4aa995c85,urn:uuid:32bb196c-c271-47bd-ba15-6e5981212401,urn:uuid:1f524cb2-3903-4081-81f5-42932f8a7482,block,152.4
NAGAP_73V1_069,73V1,73,09,09,Tyndall Glacier,60.13333333,141.1333333,unknown,urn:uuid:56154745-c4db-4716-8ee1-e920353acf0f,urn:uuid:62599fc3-1f16-4a92-8356-4533692d4325,urn:uuid:d7cf0a58-a972-45fd-8ee4-8fd6cbd9d883,block,152.4
NAGAP_73V1_070,73V1,73,09,09,Tyndall Glacier,60.13333333,141.1333333,unknown,urn:uuid:dfa9f603-11bc-46f9-a90d-0e7f1384d9fb,urn:uuid:4606fe4c-1f19-4a61-8712-044d623fb941,urn:uuid:3a824066-5ce9-4176-bd92-f18110216e0e,block,152.4
NAGAP_73V1_071,73V1,73,09,09,Tyndall Glacier,60.13333333,141.1333333,unknown,urn:uuid:1de7ed17-5a44-480a-814b-d8a790193c5e,urn:uuid:f2f8b5b1-3e5d-44e7-ac65-5ac48f174eff,urn:uuid:975e4cea-245c-4156-8c09-be559c9b8a46,block,152.4
NAGAP_73V1_072,73V1,73,09,09,Johnson Glacier,60.5,144.4666667,unknown,urn:uuid:35b91f75-9d6f-4cdc-a752-25e38396f45a,urn:uuid:21908139-ee4e-404b-85e5-c9614f6f5433,urn:uuid:a95b1ef7-2820-4076-86dd-5706a3a83ae9,block,152.4
NAGAP_73V1_073,73V1,73,09,09,Johnson Glacier,60.5,144.4666667,unknown,urn:uuid:5589c7c8-5bfa-437f-aac3-ad378d5c6d1c,urn:uuid:706404ec-de1f-41a5-8f37-39d436905ec0,urn:uuid:10af0210-f9f6-4240-a331-6b4f4b13de96,block,152.4
NAGAP_73V1_074,73V1,73,09,09,Johnson Glacier,60.5,144.4666667,unknown,urn:uuid:92f06a5d-ef05-48e9-84ad-a6e7d8cf3404,urn:uuid:6d73fe07-32bd-4be3-a6e8-6d00f7b6ee80,urn:uuid:92464c6c-f743-4b5c-868a-8e6ec6f43c52,block,152.4
NAGAP_73V1_075,73V1,73,09,09,Johnson Glacier,60.5,144.4666667,unknown,urn:uuid:93049b0e-522e-47cf-b168-76d7a5dcedf6,urn:uuid:6cbaaf65-9856-4df4-9081-d45987e30a02,urn:uuid:9aed4bac-0bd0-4083-a793-bb073ad087d0,block,152.4
NAGAP_73V1_076,73V1,73,09,09,McPherson Glacier,60.55,144.5833333,unknown,urn:uuid:acf56fd7-bcaf-4e94-aedc-0f6d9db481b0,urn:uuid:07ad5ad7-2d54-4563-b62a-cf6c303ede3f,urn:uuid:6e7b0b3a-4368-4b0d-8489-1254f7a52c45,block,152.4
NAGAP_73V1_077,73V1,73,09,09,McPherson Glacier,60.55,144.5833333,unknown,urn:uuid:ea8c1715-eefe-47fb-ac82-621324ced561,urn:uuid:aab6c7ae-1c9b-4160-909b-986937e6101a,urn:uuid:acc2fd89-403f-4ddc-aa31-9f1ae1b7d7ca,block,152.4
NAGAP_73V1_078,73V1,73,09,09,McPherson Glacier,60.55,144.5833333,unknown,urn:uuid:c24ede23-0014-44b3-a2ac-49ccbb4c2f9f,urn:uuid:bc57e499-c77e-48bb-a086-a3c35311fc5c,urn:uuid:d550af1d-53e6-41e4-a632-83aac97a7d40,block,152.4
NAGAP_73V1_079,73V1,73,,,,,,unknown,urn:uuid:614f6ab4-ab49-4265-80f4-186d8db0648c,urn:uuid:42bfbd24-7c62-4109-82b6-5cee4faba48f,urn:uuid:a2024464-0cc5-4ed3-956e-24c824e6c8b4,block,152.4
NAGAP_73V1_080,73V1,73,09,09,Sherman Glacier,60.55,145.1,unknown,urn:uuid:38dd2012-e61a-4488-a2d9-40e782a150ef,urn:uuid:cac9bd5c-4efe-4c9a-bcf0-7a96bec5d1b4,urn:uuid:10b605c8-3076-4ca4-a975-2fc6851b4eef,block,152.4
NAGAP_73V1_081,73V1,73,09,09,Sherman Glacier,60.55,145.1,unknown,urn:uuid:0e5cd948-0594-465d-bbed-eb052178c752,urn:uuid:2f4e925f-d2f4-42e5-9bd2-b7fbb88bb7cb,urn:uuid:897d40d6-3e51-417a-b922-b8a410e1b216,block,152.4
NAGAP_73V1_082,73V1,73,09,09,Sherman Glacier,60.55,145.1,unknown,urn:uuid:c0556329-14d6-4aee-ba73-cabd680463e6,urn:uuid:6a986c98-2628-467f-9abd-e49f06b3be20,urn:uuid:c99ba981-41dd-4ec0-8073-2b0706fe3ddd,block,152.4
NAGAP_73V1_083,73V1,73,09,09,Sherman Glacier,60.55,145.1,unknown,urn:uuid:5e6a33a8-f664-419e-b510-7f2f08fb5575,urn:uuid:4e2a20c1-ae27-402a-9797-1596519ceffc,urn:uuid:a2f430ca-4974-40be-8b9f-f12e36370af4,block,152.4
NAGAP_73V1_084,73V1,73,09,09,Sherman Glacier,60.55,145.1,unknown,urn:uuid:334639e4-35b3-43b7-ac54-790b2b919553,urn:uuid:a885e676-8179-4eb9-b882-371d9574b85f,urn:uuid:e7c335cc-a8a4-4574-9098-c5cb9d4a9e0d,block,152.4
NAGAP_73V1_085,73V1,73,09,09,Sherman Glacier,60.55,145.1,unknown,urn:uuid:a9144d03-885c-4f7b-a844-368b84272aa5,urn:uuid:fbdf57a1-a63a-402c-a2ea-829c50a9f21d,urn:uuid:6b8c9391-94ad-4585-8519-4cb09adc3d60,block,152.4
NAGAP_73V1_086,73V1,73,09,09,Sherman Glacier,60.55,145.1,unknown,urn:uuid:329c795b-9c9c-4174-bc5f-7dfa08bdb8d2,urn:uuid:2c1a3f35-cdea-4356-ab85-695cbfa118a2,urn:uuid:9344bc85-0c57-4e6c-b17c-cf9958bd6b89,block,152.4
NAGAP_73V1_087,73V1,73,09,09,Sherman Glacier,60.55,145.1,unknown,urn:uuid:ac5b646d-e7f8-4fa2-8ab3-1216f68d38aa,urn:uuid:ebeacab7-2f72-42ad-8dfa-2ed89d70d9d3,urn:uuid:fb157d33-d50b-47fa-a5a7-df8e8e476320,block,152.4
NAGAP_73V1_088,73V1,73,09,09,Sherman Glacier,60.55,145.1,unknown,urn:uuid:c96c9daf-157f-4592-b711-07f6501ff957,urn:uuid:ff5e6cf7-5de3-4495-b0b4-2f23aa389103,urn:uuid:70d0e3ce-c533-44eb-8efb-9a9a9647b347,block,152.4
NAGAP_73V1_089,73V1,73,09,09,Sherman Glacier,60.55,145.1,unknown,urn:uuid:5cec0734-0ec8-4119-bdae-099d575d9cb5,urn:uuid:f6c4a9c4-6218-4779-8831-d58f7d758ec3,urn:uuid:192748c5-85f8-45b8-be0c-d9874fcf0536,block,152.4
NAGAP_73V1_090,73V1,73,09,09,Sherman Glacier,60.55,145.1,unknown,urn:uuid:532c7e5b-ffb0-4ee9-8387-5f0ee99fa67f,urn:uuid:e76cb0d1-916a-4add-95d0-bd778b44680e,urn:uuid:c4531553-aeda-4ec2-b571-78242e160ad6,block,152.4
NAGAP_73V1_091,73V1,73,09,09,Sherman Glacier,60.55,145.1,unknown,urn:uuid:3791f60e-221b-481e-8f7d-2cfe9b8fa852,urn:uuid:59a95781-c7ea-42ee-9db9-18d624eb1b15,urn:uuid:4a2fe67a-8216-46ef-8171-2f1579a31b43,block,152.4
NAGAP_73V1_092,73V1,73,09,09,Sherman Glacier,60.55,145.1,unknown,urn:uuid:dc7d0ac2-ac1a-45da-9c77-6cdd1057f5c1,urn:uuid:a2057d92-265e-44dc-bdc7-761f31bcd2d0,urn:uuid:9c9bf5d7-318e-4a65-9d9e-b1eb3db43e97,block,152.4
NAGAP_73V1_093,73V1,73,09,09,Sherman Glacier,60.55,145.1,unknown,urn:uuid:9d6f2a3a-bab2-4204-bfe6-1ef11bd57c7a,urn:uuid:0c5e2f21-26fc-4d5c-be44-0135089e35cd,urn:uuid:f1b33d6a-f0fa-4218-a9ef-2df6fe85bf9c,block,152.4
NAGAP_73V1_094,73V1,73,09,09,Sheridan Glacier,60.55,145.1,unknown,urn:uuid:cc491660-a2ab-4bc9-9ae0-f8e72803ed91,urn:uuid:5d6f0542-9f69-46eb-be35-03e82f0cc665,urn:uuid:25a849c1-82db-47e1-a1f7-7005cec77a88,block,152.4
NAGAP_73V1_095,73V1,73,09,09,Sheridan Glacier,60.55,145.1,unknown,urn:uuid:ea2711ad-1ffd-4fe1-bab7-f8bcca69c4b1,urn:uuid:b30a28b0-990b-4b01-af7e-d7fa66b03d0f,urn:uuid:ab937aa8-9e83-4bb5-8619-e39809ccb845,block,152.4
NAGAP_73V1_096,73V1,73,09,09,Sheridan Glacier,60.55,145.1,unknown,urn:uuid:a43327c0-0ced-4184-8118-956873b9131b,urn:uuid:439176a3-49fe-4514-ab0e-ac50da470c04,urn:uuid:83aac160-a41a-43c9-8bcb-a5586f06b9f5,block,152.4
NAGAP_73V1_097,73V1,73,09,09,Sherman Glacier,60.55,145.1,unknown,urn:uuid:fca367f1-7fe0-4653-8ab3-314122541f43,urn:uuid:ddca4f63-7f9c-41fe-89e9-f7ee84b9d0f7,urn:uuid:cf037ab6-32bd-4358-8d22-6ede5b5586ae,block,152.4
NAGAP_73V1_098,73V1,73,09,09,Sherman Glacier,60.55,145.1,unknown,urn:uuid:7f5e8944-fe34-4a2c-8f71-c8403443fcb8,urn:uuid:78a3bd7d-b5a5-4c3d-96f0-70d37ba21aca,urn:uuid:d5a123a0-63ed-4f2c-b00e-7b4716c45a4d,block,152.4
NAGAP_73V1_099,73V1,73,09,09,Sherman Glacier,60.55,145.1,unknown,urn:uuid:f98f9147-be13-4230-aad5-b8438381b5de,urn:uuid:a6c5d4a5-b256-4f50-ac56-49a2fc48bea0,urn:uuid:9faeb11d-8653-4648-9ef4-3eb93de2fe8c,block,152.4
NAGAP_73V1_100,73V1,73,09,09,Sherman Glacier,60.55,145.1,unknown,urn:uuid:abba95b6-a2df-4541-92ef-029f980c6d98,urn:uuid:8d953895-c0d3-45ce-9f93-f279883b5fde,urn:uuid:e35abd96-4c5f-490b-83c7-f3a9488d18a2,block,152.4
NAGAP_73V1_101,73V1,73,09,09,Sherman Glacier,60.55,145.1,unknown,urn:uuid:94885c05-2513-4896-920d-cf025935f27a,urn:uuid:a53fc67f-1a1a-4f8c-b238-59314d89c089,urn:uuid:103544d8-6952-4a89-a0be-6cfd8c12e0cc,block,152.4
NAGAP_73V1_102,73V1,73,09,09,Sherman Glacier,60.55,145.1,unknown,urn:uuid:eab7b060-d27b-4a4f-96bd-98288f8ed8c2,urn:uuid:23b344d4-91a0-4770-b6d3-719a63b648af,urn:uuid:ccd6f0b9-0b1a-4f95-9c20-47f2e6eb3af7,block,152.4
NAGAP_73V1_103,73V1,73,09,09,Sherman Glacier,60.55,145.1,unknown,urn:uuid:1433eb83-b0a3-4271-a33b-dac122d3d142,urn:uuid:63e57b54-3562-4b0c-891a-851b6d05dcc4,urn:uuid:5c328e50-603d-45a7-adc3-7aa54b70b12a,block,152.4
